P_dc,P_ac_real,Eff_real,Eff_est,P_ac_est,Error
159.03,32.6,20.499276866000127,36.081631958671316,57.380619303874994,24.780619303874992
159.12,36.3,22.812971342383104,36.11595333836098,57.46770495199999,21.167704951999994
159.20999999999998,24.6,15.45129074806859,36.15023590218892,57.55479057987496,32.95479057987496
159.24,35.699999999999996,22.418990203466464,36.161654809093186,57.583819117999994,21.883819117999998
159.51,70.4,44.135163939564926,36.26423162176351,57.845075859874974,-12.554924140125031
159.52,141.4,88.6409227683049,36.268024092276825,57.85475203199999,-83.54524796800001
159.53999999999996,35.4,22.18879277924032,36.27560760655633,57.87410437549995,22.474104375499948
159.54000000000002,35.300000000000004,22.12611257364924,36.27560760655635,57.8741043755,22.5741043755
159.63,35.7,22.36421725239617,36.3097098971841,57.96118990887498,22.261189908874975
159.72000000000003,60.1,37.62834961182068,36.343773742799904,58.04827542200002,-2.051724577999984
160.17,29.000000000000004,18.105762627208595,36.51351856394766,58.48370268387497,29.483702683874963
160.23,17.600000000000005,10.984210197840609,36.536079144901066,58.54175961387498,40.94175961387498
160.44,57.599999999999994,35.90127150336574,36.614908251059575,58.74495879799998,1.1449587979999833
160.5,55.800000000000004,34.76635514018692,36.63739295171338,58.80301568749998,3.0030156874999747
160.68,28.400000000000002,17.674881752551656,36.70474626711475,58.977186301999986,30.577186301999983
160.98000000000002,56.1,34.849049571375325,36.81666696452975,59.267470479500005,3.167470479500004
161.04,53.500000000000014,33.22155986090413,36.83900104818677,59.32552728799998,5.825527287999968
164.07,67.3,41.01907722313647,37.945623461860784,62.25738441387499,-5.0426155861250095
170.8,62.9,36.82669789227166,40.263064988290395,68.769315,5.869315000000007
172.15,44.7,25.96572756317165,40.706103904661624,70.07555787187499,25.37555787187499
172.63,76.7,44.43028442333314,40.86195834088801,70.53999868387497,-6.160001316125033
174.32,28.8,16.521340064249657,41.40386231757685,72.17521279199997,43.37521279199997
175.02,87.9,50.22283167637984,41.625253296480395,72.85251831949999,-15.047481680500013
178.01,75.2,42.2448177068704,42.551298640455585,75.74556670987499,0.5455667098749899
178.32,85.8,48.11574697173621,42.645532521309995,76.04551359199999,-9.754486408000005
179.45,62.20000000000001,34.66146558930065,42.98627267867093,77.13886632187497,14.938866321874961
179.75,87.0,48.400556328233655,43.07601469923504,77.42913642187499,-9.570863578125014
180.07999999999998,56.8,31.54153709462461,43.174385424255874,77.74843327199997,20.948433271999974
180.11,75.4,41.863305757592585,43.183310335281206,77.77746024487499,2.3774602448749818
180.32,70.0,38.81987577639752,43.24570152617568,77.98064899199998,7.980648991999985
180.36,66.19999999999999,36.70436903969838,43.25756908294522,78.019351598,11.819351598000011
180.44,73.4,40.67834183107959,43.28128840500997,78.09675679799999,4.696756797999981
180.48,91.39999999999999,50.6427304964539,43.293140177304956,78.13545939199999,-13.264540608000004
180.81,83.39999999999999,46.12576738012278,43.39071712840826,78.45475563987497,-4.945244360125017
